"state","lga","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine","code_vaccine_priority","code_vaccine_1","code_vaccine_1_priority","code_vaccine_2","code_vaccine_3","code_vaccine_4","code_vaccine_5","code_urban_nets","code_nets","code_irs","code_lsm","code_intervention_counts","code_intervention_mix","itn_campaign_eligable","itn_routine_eligable","smc_eligable","pmc_eligable"
"Adamawa","Guyuk","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Hong","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Jada","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Lamurde","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Madagali","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Maiha","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Mayo-Belwa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Michika","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Mubi North","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Mubi South","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Numan","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Shelleng","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Song","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Toungo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Adamawa","Yola North","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Adamawa","Yola South","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Bauchi","Alkaleri","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Bauchi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",0,1,1,0
"Bauchi","Bogoro","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Damban","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Darazo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Dass","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Gamawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Ganjuwa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,1,1,0
"Bauchi","Giade","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Itas/Gadau","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Jama'are","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Katagum","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Kirfi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Misau","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Ningi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Shira","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Tafawa-Balewa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Toro","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Bauchi","Warji","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,1,1,0
"Bauchi","Zaki","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Abadam","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Askira/Uba","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Bama","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Bayo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Biu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Chibok","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Damboa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Dikwa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Gubio","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Guzamala","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Gwoza","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Hawul","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Jere","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Kaga","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Kala/Balge","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Konduga","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Kukawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Kwaya Kusar","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Mafa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Magumeri","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Maiduguri","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",0,1,1,0
"Borno","Marte","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Mobbar","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Monguno","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Ngala","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Nganzai","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Borno","Shani","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Akko","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Balanga","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Billiri","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Dukku","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Funakaye","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Gombe","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Kaltungo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Kwami","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Nafada (Bajoga)","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Shomgom","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Gombe","Yamaltu/Deba","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Taraba","Ardo-Kola","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Bali","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Donga","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Gashaka","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Gassol","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Ibi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Jalingo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Karin-Lamido","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Kurmi","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Lau","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Sardauna","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Takum","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Ussa","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",1,0,0,1
"Taraba","Wukari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Yorro","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Zing","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Taraba","Disputed Area in Taraba State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"Yobe","Bade","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Bursari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Damaturu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Fika","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",1,0,1,0
"Yobe","Fune","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Geidam","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Gujba","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Gulani","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Jakusko","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",1,0,1,0
"Yobe","Karasuwa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Machina","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Nangere","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Nguru","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Potiskum","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Tarmua","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Yunusari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Yobe","Yusufari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Jigawa","Auyo","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Babura","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Birnin Kudu","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,6,"CM+IPTp+LLIN+IRS",0,1,0,0
"Jigawa","Biriniwa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Buji","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Dutse","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Gagarawa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Garki","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Gumel","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Guri","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Gwaram","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Gwiwa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Hadejia","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Jahun","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,6,"CM+IPTp+LLIN+IRS",0,1,0,0
"Jigawa","Kafin Hausa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Kaugama","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Kazaure","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,6,"CM+IPTp+LLIN+IRS",0,1,0,0
"Jigawa","Kiri Kasamma","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Kiyawa","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Maigatari","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Malam Madori","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Miga","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Ringim","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Roni","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
"Jigawa","Sule-Tankarkar","X",NA,NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,1,0,0
